,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
RBM25,1.87E-23,0.583583617,0.414,0.428,6.26E-19,0,RBM25
CCND2,1.50E-22,0.441483443,0.278,0.238,5.04E-18,0,CCND2
PRMT2,1.56E-22,0.799385668,0.301,0.288,5.23E-18,0,PRMT2
PLP2,9.97E-22,0.643672078,0.304,0.283,3.34E-17,0,PLP2
PPP1CA,1.84E-21,0.619794292,0.356,0.358,6.18E-17,0,PPP1CA
ACTN4,1.98E-21,0.684474198,0.332,0.328,6.64E-17,0,ACTN4
ACTR3,9.76E-21,0.256915316,0.541,0.538,3.27E-16,0,ACTR3
TNRC6B,9.94E-21,0.599852262,0.386,0.392,3.33E-16,0,TNRC6B
LY6E,1.08E-20,0.640248693,0.318,0.301,3.63E-16,0,LY6E
IER2,5.59E-20,0.456832867,0.487,0.484,1.87E-15,0,IER2
BPTF,1.02E-19,0.57919959,0.403,0.419,3.43E-15,0,BPTF
CCDC12,2.52E-19,0.815427274,0.264,0.249,8.46E-15,0,CCDC12
TRAPPC1,3.32E-19,0.810467181,0.264,0.249,1.11E-14,0,TRAPPC1
CHMP4A,3.82E-19,0.745761643,0.304,0.298,1.28E-14,0,CHMP4A
PURA,9.89E-19,0.815320351,0.269,0.255,3.32E-14,0,PURA
EIF4A2,1.70E-18,0.345213793,0.546,0.593,5.71E-14,0,EIF4A2
ZBTB20,1.94E-18,0.757600495,0.275,0.257,6.49E-14,0,ZBTB20
SNRPB,2.00E-18,0.580645728,0.359,0.366,6.72E-14,0,SNRPB
METTL9,2.17E-18,0.650230553,0.301,0.292,7.27E-14,0,METTL9
FNBP4,2.83E-18,0.83603075,0.263,0.249,9.51E-14,0,FNBP4
APRT,9.80E-18,0.354448333,0.497,0.528,3.29E-13,0,APRT
PSIP1,1.07E-17,0.765855964,0.261,0.244,3.57E-13,0,PSIP1
SSR2,1.75E-17,0.483812449,0.42,0.444,5.88E-13,0,SSR2
EML4,3.12E-17,0.51801282,0.368,0.369,1.05E-12,0,EML4
YWHAZ,1.08E-16,0.292413972,0.559,0.607,3.63E-12,0,YWHAZ
MTRNR2L12,2.77E-16,0.376471319,0.938,0.939,9.30E-12,0,MTRNR2L12
YWHAQ,7.82E-16,0.62264614,0.337,0.343,2.62E-11,0,YWHAQ
GUK1,1.11E-15,0.371384002,0.484,0.523,3.72E-11,0,GUK1
FLNA,1.19E-14,0.341847566,0.31,0.284,3.99E-10,0,FLNA
PTP4A2,1.73E-14,0.373519034,0.471,0.505,5.80E-10,0,PTP4A2
OCIAD2,1.94E-14,0.525374502,0.295,0.28,6.51E-10,0,OCIAD2
FXYD5,2.01E-14,0.46154871,0.313,0.297,6.74E-10,0,FXYD5
DUSP1,2.31E-14,0.420875973,0.442,0.443,7.76E-10,0,DUSP1
MDM4,2.72E-14,0.723913726,0.283,0.279,9.13E-10,0,MDM4
LUC7L3,2.97E-14,0.459571846,0.437,0.472,9.95E-10,0,LUC7L3
ARID1B,4.27E-14,0.584693785,0.359,0.374,1.43E-09,0,ARID1B
AHNAK,7.09E-14,0.4272656,0.443,0.463,2.38E-09,0,AHNAK
CAPG,1.64E-13,0.390720138,0.281,0.262,5.50E-09,0,CAPG
PSMB8,2.76E-13,0.518728731,0.36,0.374,9.24E-09,0,PSMB8
RSBN1L,3.73E-13,0.634659756,0.31,0.313,1.25E-08,0,RSBN1L
STAG2,7.02E-13,0.253743625,0.206,0.28,2.36E-08,0,STAG2
ODF2L,8.96E-13,0.345399038,0.315,0.295,3.01E-08,0,ODF2L
CHD2,1.01E-12,0.777225082,0.254,0.247,3.39E-08,0,CHD2
SRSF11,1.60E-12,0.507463277,0.409,0.444,5.36E-08,0,SRSF11
CLK1,1.62E-12,0.736662933,0.251,0.244,5.45E-08,0,CLK1
RPS10,1.94E-12,0.358854992,0.455,0.48,6.52E-08,0,RPS10
KDM5A,2.84E-12,0.677325559,0.298,0.302,9.52E-08,0,KDM5A
BLOC1S1,3.07E-12,0.520915519,0.353,0.369,1.03E-07,0,BLOC1S1
ARID4B,9.04E-12,0.540192324,0.367,0.39,3.03E-07,0,ARID4B
PRELID1,1.02E-11,0.302440219,0.438,0.457,3.42E-07,0,PRELID1
FAM49B,1.14E-11,0.335754989,0.382,0.38,3.82E-07,0,FAM49B
TMBIM4,5.59E-11,0.501477674,0.391,0.428,1.88E-06,0,TMBIM4
STT3B,6.92E-11,0.276627369,0.189,0.252,2.32E-06,0,STT3B
SRSF1,1.55E-10,0.284491069,0.187,0.25,5.20E-06,0,SRSF1
PPCS,4.27E-10,0.254617799,0.211,0.279,1.43E-05,0,PPCS
DNAJA2,5.66E-10,0.274598794,0.192,0.255,1.90E-05,0,DNAJA2
ZRANB2,5.73E-10,0.60218546,0.317,0.33,1.92E-05,0,ZRANB2
DNAJC21,8.34E-10,0.27207718,0.199,0.263,2.80E-05,0,DNAJC21
DHX36,9.33E-10,0.648305777,0.306,0.32,3.13E-05,0,DHX36
CD47,4.19E-09,0.514726253,0.329,0.344,0.000140498,0,CD47
CNBP,6.67E-09,0.409310022,0.427,0.476,0.000223849,0,CNBP
IMP3,9.19E-09,0.668338033,0.256,0.259,0.000308208,0,IMP3
PA2G4,1.78E-08,0.580999145,0.299,0.312,0.000596137,0,PA2G4
ENSA,2.06E-08,0.268868084,0.244,0.32,0.000692505,0,ENSA
BSG,2.99E-08,0.324709671,0.204,0.268,0.001004162,0,BSG
PRKDC,3.93E-08,0.256276244,0.245,0.318,0.00131941,0,PRKDC
DNAJC7,5.14E-08,0.265264225,0.233,0.304,0.001725322,0,DNAJC7
ARHGDIA,6.13E-08,0.543424166,0.292,0.302,0.002057191,0,ARHGDIA
UBE2D2,7.02E-08,0.490220783,0.354,0.384,0.002353509,0,UBE2D2
UBE2N,1.12E-07,0.256503491,0.203,0.262,0.003768284,0,UBE2N
FAM133B,1.14E-07,0.300184206,0.235,0.305,0.003828368,0,FAM133B
SRRM2,1.18E-07,0.328755789,0.475,0.538,0.003957602,0,SRRM2
DAZAP2,1.37E-07,0.430310516,0.392,0.434,0.004595345,0,DAZAP2
HNRNPA0,1.53E-07,0.642770513,0.278,0.292,0.005130019,0,HNRNPA0
ARPC1B,1.79E-07,0.336300147,0.326,0.327,0.006002226,0,ARPC1B
DYNC1H1,1.95E-07,0.499006284,0.363,0.399,0.006549736,0,DYNC1H1
PPP1CC,2.55E-07,0.25293994,0.22,0.284,0.008561785,0,PPP1CC
NR3C1,2.56E-07,0.545532198,0.254,0.253,0.008575775,0,NR3C1
CDV3,3.23E-07,0.428525637,0.371,0.399,0.010831351,0,CDV3
ERBIN,3.30E-07,0.272522303,0.236,0.303,0.011051876,0,ERBIN
BIRC6,4.18E-07,0.634819476,0.275,0.286,0.014027115,0,BIRC6
TGOLN2,5.60E-07,0.523073579,0.367,0.408,0.01877614,0,TGOLN2
PPP4R3B,1.14E-06,0.266332667,0.207,0.263,0.038165301,0,PPP4R3B
RER1,1.18E-06,0.276521529,0.281,0.365,0.039509053,0,RER1
NME3,1.36E-06,0.329812729,0.212,0.272,0.045490244,0,NME3
BRD4,1.79E-06,0.360253353,0.198,0.254,0.06009652,0,BRD4
SFPQ,2.37E-06,0.337711808,0.445,0.494,0.079548369,0,SFPQ
CACYBP,3.62E-06,0.272163118,0.208,0.263,0.121546407,0,CACYBP
LMAN2,3.74E-06,0.26574054,0.266,0.343,0.12558724,0,LMAN2
NSD1,5.95E-06,0.622417038,0.279,0.295,0.199620614,0,NSD1
SSR1,6.95E-06,0.279364448,0.23,0.292,0.233247887,0,SSR1
SMARCA5,7.51E-06,0.284011324,0.263,0.337,0.2518723,0,SMARCA5
PRPF8,9.52E-06,0.362424021,0.216,0.275,0.319277341,0,PRPF8
RAB8A,1.15E-05,0.310216459,0.205,0.258,0.384474691,0,RAB8A
TUT4,1.25E-05,0.309258406,0.2,0.25,0.420602255,0,TUT4
TRIM56,1.54E-05,0.660993153,0.254,0.266,0.516726674,0,TRIM56
URI1,3.33E-05,0.668974817,0.246,0.257,1,0,URI1
ZC3H13,3.80E-05,0.392584293,0.202,0.255,1,0,ZC3H13
ASH1L,3.95E-05,0.533341412,0.317,0.347,1,0,ASH1L
ZNF292,4.74E-05,0.543544557,0.3,0.322,1,0,ZNF292
ADAR,5.36E-05,0.545934209,0.299,0.322,1,0,ADAR
SELENOT,6.16E-05,0.505939986,0.306,0.333,1,0,SELENOT
MAP2K2,6.75E-05,0.588032861,0.278,0.297,1,0,MAP2K2
NEDD8,8.03E-05,0.348914043,0.396,0.446,1,0,NEDD8
CELF1,9.56E-05,0.37648626,0.227,0.286,1,0,CELF1
CDC37,0.000113817,0.294952528,0.215,0.267,1,0,CDC37
NIPBL,0.000128707,0.334008806,0.274,0.347,1,0,NIPBL
POLR2K,0.000134899,0.273204369,0.227,0.281,1,0,POLR2K
PDCD10,0.00015461,0.287271298,0.226,0.28,1,0,PDCD10
ATRX,0.000159535,0.412587786,0.399,0.45,1,0,ATRX
TRAM1,0.000164996,0.271734655,0.276,0.346,1,0,TRAM1
TRMT112,0.000344918,0.388610742,0.367,0.412,1,0,TRMT112
LSM8,0.000391342,0.459891971,0.331,0.369,1,0,LSM8
DPP7,0.000420348,0.362891519,0.235,0.294,1,0,DPP7
KMT2C,0.000461723,0.339296152,0.247,0.308,1,0,KMT2C
RSRC2,0.000488671,0.548549059,0.307,0.34,1,0,RSRC2
SNX6,0.00055542,0.251894564,0.299,0.374,1,0,SNX6
BDP1,0.000687726,0.625230665,0.255,0.272,1,0,BDP1
SENP6,0.000692115,0.381743805,0.211,0.261,1,0,SENP6
TRA2B,0.000698834,0.50604569,0.318,0.352,1,0,TRA2B
BBX,0.000721201,0.357639151,0.217,0.265,1,0,BBX
DDX46,0.000739254,0.500806301,0.338,0.38,1,0,DDX46
TBL1XR1,0.000809035,0.368219116,0.222,0.274,1,0,TBL1XR1
REEP5,0.001092251,0.340633844,0.401,0.459,1,0,REEP5
SMARCA2,0.001137019,0.560594114,0.284,0.309,1,0,SMARCA2
SF3B1,0.001432918,0.335282186,0.422,0.487,1,0,SF3B1
CALM3,0.001820844,0.464466961,0.274,0.292,1,0,CALM3
RPS19BP1,0.001982114,0.311276219,0.257,0.317,1,0,RPS19BP1
SPCS3,0.002017448,0.428913918,0.329,0.362,1,0,SPCS3
USP34,0.002230371,0.373539214,0.225,0.276,1,0,USP34
ARL6IP4,0.002349777,0.350558221,0.396,0.454,1,0,ARL6IP4
UBE2I,0.002373041,0.464369175,0.307,0.34,1,0,UBE2I
SLK,0.002677962,0.52810186,0.246,0.261,1,0,SLK
CAPZB,0.00279595,0.288493738,0.38,0.421,1,0,CAPZB
PSMA5,0.003490094,0.397883089,0.331,0.37,1,0,PSMA5
CD46,0.003753951,0.460949679,0.299,0.329,1,0,CD46
TOP2B,0.004149674,0.407919347,0.223,0.274,1,0,TOP2B
TMED4,0.004820726,0.646545644,0.237,0.254,1,0,TMED4
CHURC1,0.005544266,0.504854882,0.279,0.305,1,0,CHURC1
BCLAF1,0.005671477,0.437748932,0.355,0.404,1,0,BCLAF1
UTRN,0.005887271,0.500498802,0.286,0.312,1,0,UTRN
NASP,0.006475588,0.369593688,0.219,0.265,1,0,NASP
SSU72,0.006677804,0.317174419,0.29,0.362,1,0,SSU72
PRR13,0.00720579,0.452769476,0.299,0.33,1,0,PRR13
PCM1,0.008349707,0.25861483,0.375,0.413,1,0,PCM1
PRPF4B,0.008429226,0.353444646,0.281,0.346,1,0,PRPF4B
HNRNPDL,0.009533106,0.279503007,0.431,0.497,1,0,HNRNPDL
BPIFB1,0,2.835855145,0.89,0.18,0,1,BPIFB1
PIGR,0,2.554463302,0.863,0.158,0,1,PIGR
WFDC2,0,3.31664547,0.996,0.294,0,1,WFDC2
MSMB,0,3.814844601,0.802,0.121,0,1,MSMB
TSPAN8,0,3.248145396,0.778,0.117,0,1,TSPAN8
AGR2,0,2.166242222,0.889,0.242,0,1,AGR2
KRT19,0,1.670418055,0.954,0.31,0,1,KRT19
CXCL17,0,2.447514125,0.813,0.186,0,1,CXCL17
LCN2,0,2.385830897,0.799,0.179,0,1,LCN2
SLPI,0,3.137835103,0.997,0.389,0,1,SLPI
SERPINB3,0,2.839222109,0.79,0.204,0,1,SERPINB3
CYB5A,0,2.123135004,0.839,0.31,0,1,CYB5A
TFF3,0,2.607718943,0.711,0.189,0,1,TFF3
VMO1,0,3.205842232,0.634,0.114,0,1,VMO1
MGST1,0,2.22915516,0.735,0.218,0,1,MGST1
PRSS23,0,2.018998923,0.688,0.181,0,1,PRSS23
SCGB3A1,0,4.794695452,0.989,0.485,0,1,SCGB3A1
CYP2F1,0,3.085571827,0.552,0.079,0,1,CYP2F1
S100P,0,3.042494612,0.58,0.107,0,1,S100P
ALDH1A1,0,1.656505562,0.718,0.248,0,1,ALDH1A1
SCGB1A1,0,4.526951125,0.984,0.516,0,1,SCGB1A1
ADH1C,0,2.421554803,0.616,0.166,0,1,ADH1C
FXYD3,0,1.40933298,0.656,0.241,0,1,FXYD3
FAM3D,0,2.585262701,0.512,0.111,0,1,FAM3D
KRT18,0,1.844452013,0.59,0.215,0,1,KRT18
BPIFA1,0,4.522488766,0.408,0.04,0,1,BPIFA1
GSTA1,0,1.691435529,0.506,0.151,0,1,GSTA1
MUC5B,0,4.280238271,0.393,0.039,0,1,MUC5B
STEAP4,0,3.408809198,0.426,0.072,0,1,STEAP4
ELF3,0,1.492122005,0.553,0.206,0,1,ELF3
CP,0,2.443546359,0.472,0.125,0,1,CP
CLCA2,0,2.973422886,0.433,0.088,0,1,CLCA2
XBP1,0,1.80225834,0.724,0.383,0,1,XBP1
KRT7,0,2.486326568,0.444,0.104,0,1,KRT7
CXCL6,0,3.384354792,0.384,0.068,0,1,CXCL6
CXCL1,0,2.492536406,0.42,0.107,0,1,CXCL1
C3,0,3.264425279,0.387,0.083,0,1,C3
CHP2,0,3.982031251,0.346,0.045,0,1,CHP2
MDK,0,2.658698069,0.402,0.102,0,1,MDK
TGM2,0,2.131493433,0.408,0.116,0,1,TGM2
KLK11,0,2.094058656,0.395,0.116,0,1,KLK11
HES4,0,2.149427945,0.409,0.13,0,1,HES4
MT3,0,4.001855993,0.291,0.036,0,1,MT3
GSTP1,0,0.903605609,0.881,0.632,0,1,GSTP1
MT1E,0,2.464151786,0.381,0.133,0,1,MT1E
AKR1C1,0,3.742564553,0.284,0.046,0,1,AKR1C1
MAL2,0,2.476420982,0.342,0.109,0,1,MAL2
CRYM,0,3.256506454,0.284,0.055,0,1,CRYM
FCGBP,0,2.015608655,0.296,0.067,0,1,FCGBP
RARRES1,0,3.309909441,0.272,0.045,0,1,RARRES1
TXN,0,1.251022957,0.815,0.591,0,1,TXN
RDH10,0,2.53782474,0.308,0.087,0,1,RDH10
MUC5AC,0,1.41865725,0.294,0.073,0,1,MUC5AC
CDC42EP5,0,2.865641557,0.295,0.082,0,1,CDC42EP5
S100A6,0,1.669427744,0.995,0.895,0,1,S100A6
EPAS1,1.50E-305,1.880302779,0.422,0.16,5.05E-301,1,EPAS1
CHST9,4.07E-303,1.435845763,0.501,0.201,1.37E-298,1,CHST9
MT2A,5.30E-285,1.783268611,0.572,0.318,1.78E-280,1,MT2A
CD9,7.03E-279,0.939140474,0.72,0.381,2.36E-274,1,CD9
CST3,2.46E-272,0.355164266,0.747,0.38,8.24E-268,1,CST3
LGALS3,1.07E-271,0.842920024,0.826,0.561,3.60E-267,1,LGALS3
CCNO,9.10E-269,2.514639534,0.261,0.074,3.05E-264,1,CCNO
MUC1,4.71E-259,1.836738866,0.343,0.122,1.58E-254,1,MUC1
S100A14,6.42E-244,1.955632116,0.325,0.116,2.15E-239,1,S100A14
FMO2,3.35E-227,1.824052867,0.298,0.101,1.12E-222,1,FMO2
PERP,2.96E-224,0.929498382,0.6,0.295,9.93E-220,1,PERP
ALCAM,2.37E-216,1.445709402,0.48,0.244,7.96E-212,1,ALCAM
CYP4B1,3.31E-215,1.059905698,0.436,0.184,1.11E-210,1,CYP4B1
NTS,1.05E-207,2.22320416,0.289,0.101,3.51E-203,1,NTS
TSPAN1,2.93E-204,0.829943214,0.418,0.171,9.84E-200,1,TSPAN1
TACSTD2,1.81E-200,1.117499668,0.456,0.208,6.06E-196,1,TACSTD2
CNN3,6.85E-194,2.0963693,0.28,0.105,2.30E-189,1,CNN3
UGT2A1,2.21E-188,2.262038248,0.25,0.087,7.40E-184,1,UGT2A1
STARD10,2.41E-188,2.07092712,0.319,0.137,8.09E-184,1,STARD10
TENT5C,2.67E-182,2.061207434,0.281,0.11,8.96E-178,1,TENT5C
F3,4.99E-177,1.074982217,0.39,0.172,1.67E-172,1,F3
HES1,5.88E-175,2.263061264,0.251,0.092,1.97E-170,1,HES1
CTSC,1.38E-172,0.867979402,0.693,0.508,4.62E-168,1,CTSC
AQP5,5.55E-168,1.439287131,0.311,0.128,1.86E-163,1,AQP5
KLF5,4.08E-165,1.529872969,0.353,0.164,1.37E-160,1,KLF5
EPCAM,2.12E-157,1.5503778,0.328,0.149,7.11E-153,1,EPCAM
S100A13,8.33E-151,2.096868791,0.276,0.12,2.79E-146,1,S100A13
HNMT,4.93E-146,1.959447133,0.291,0.134,1.65E-141,1,HNMT
TSPAN13,2.54E-143,1.445955673,0.322,0.152,8.52E-139,1,TSPAN13
SELENOP,5.11E-140,1.74388941,0.276,0.122,1.71E-135,1,SELENOP
EHF,1.35E-132,1.633779147,0.308,0.15,4.52E-128,1,EHF
MT1X,2.74E-127,0.967201179,0.401,0.224,9.18E-123,1,MT1X
CLU,1.55E-123,1.190861158,0.329,0.163,5.20E-119,1,CLU
UAP1,5.61E-123,1.953879396,0.271,0.13,1.88E-118,1,UAP1
GSN,2.55E-117,0.855402042,0.493,0.309,8.57E-113,1,GSN
SLC12A2,9.22E-109,1.906663591,0.252,0.122,3.09E-104,1,SLC12A2
TNFSF10,1.28E-102,1.148567782,0.444,0.298,4.29E-98,1,TNFSF10
SAT1,6.92E-101,0.386187618,0.753,0.604,2.32E-96,1,SAT1
CSTB,1.53E-99,0.432880133,0.714,0.603,5.14E-95,1,CSTB
TSC22D1,1.74E-94,0.946199106,0.368,0.214,5.83E-90,1,TSC22D1
CD55,4.72E-94,1.301112673,0.366,0.231,1.58E-89,1,CD55
CRNDE,4.90E-90,1.207648067,0.274,0.143,1.64E-85,1,CRNDE
OAT,2.93E-85,1.651930524,0.267,0.148,9.83E-81,1,OAT
HSPB1,7.22E-85,0.98589993,0.398,0.262,2.42E-80,1,HSPB1
DSTN,1.72E-83,0.913459234,0.501,0.385,5.76E-79,1,DSTN
FABP5,2.33E-78,1.127030332,0.385,0.26,7.82E-74,1,FABP5
SPINT2,6.61E-75,0.701587511,0.529,0.382,2.22E-70,1,SPINT2
LMO7,4.13E-71,1.194214945,0.291,0.176,1.39E-66,1,LMO7
SOX2,6.68E-69,1.144378858,0.276,0.16,2.24E-64,1,SOX2
ATP1B1,3.69E-68,0.986935396,0.349,0.226,1.24E-63,1,ATP1B1
ANXA2,1.93E-67,0.541289367,0.667,0.548,6.47E-63,1,ANXA2
CPD,5.25E-65,1.370225085,0.294,0.189,1.76E-60,1,CPD
NUCB2,1.09E-63,0.640756865,0.449,0.319,3.67E-59,1,NUCB2
SSR4,4.51E-63,0.625299218,0.673,0.65,1.51E-58,1,SSR4
KRT8,8.59E-63,1.102760099,0.298,0.182,2.88E-58,1,KRT8
PLPP2,3.05E-61,1.206335896,0.251,0.146,1.02E-56,1,PLPP2
ALDH2,1.99E-53,0.692982323,0.392,0.278,6.67E-49,1,ALDH2
TMEM59,4.09E-53,0.608093295,0.626,0.581,1.37E-48,1,TMEM59
CLINT1,3.11E-50,1.090355891,0.393,0.317,1.04E-45,1,CLINT1
ARL1,6.62E-49,1.369653352,0.298,0.215,2.22E-44,1,ARL1
SMIM14,1.62E-45,1.131206861,0.311,0.225,5.44E-41,1,SMIM14
ADI1,1.68E-41,1.346584215,0.26,0.183,5.63E-37,1,ADI1
LMO4,1.89E-41,0.794573988,0.388,0.305,6.35E-37,1,LMO4
SERP1,9.73E-39,0.504238728,0.645,0.629,3.26E-34,1,SERP1
HMGN3,3.26E-38,0.394857963,0.516,0.437,1.09E-33,1,HMGN3
GCHFR,1.19E-36,0.870463806,0.28,0.201,3.99E-32,1,GCHFR
BRI3,1.22E-31,0.307993198,0.503,0.435,4.08E-27,1,BRI3
PRDX1,3.68E-31,0.328386,0.655,0.609,1.23E-26,1,PRDX1
HEBP2,8.56E-31,1.018938154,0.347,0.296,2.87E-26,1,HEBP2
GLUL,2.00E-30,0.258060534,0.457,0.357,6.69E-26,1,GLUL
CEBPD,2.72E-27,0.6841944,0.357,0.288,9.12E-23,1,CEBPD
CALM2,1.91E-26,0.305719201,0.673,0.66,6.40E-22,1,CALM2
SERF2,1.19E-25,0.344535375,0.866,0.861,3.99E-21,1,SERF2
ASAH1,4.75E-25,0.662157977,0.355,0.297,1.59E-20,1,ASAH1
HINT1,4.74E-21,0.308706582,0.764,0.763,1.59E-16,1,HINT1
PRDX6,1.31E-20,0.701101972,0.398,0.376,4.38E-16,1,PRDX6
SCP2,1.37E-17,0.699549948,0.379,0.36,4.60E-13,1,SCP2
PLAC8,4.49E-17,0.271133476,0.352,0.293,1.51E-12,1,PLAC8
H2AFJ,1.26E-16,0.673011224,0.298,0.255,4.21E-12,1,H2AFJ
BAG1,2.22E-16,0.861902209,0.315,0.286,7.46E-12,1,BAG1
LPP,1.07E-12,0.882601373,0.268,0.242,3.58E-08,1,LPP
ARF4,2.11E-12,0.881150542,0.293,0.273,7.09E-08,1,ARF4
TSTD1,6.93E-11,0.375576627,0.397,0.376,2.33E-06,1,TSTD1
APLP2,7.58E-09,0.471168753,0.338,0.32,0.000254301,1,APLP2
CAMTA1,2.83E-08,0.783336612,0.259,0.245,0.000947551,1,CAMTA1
TMEM208,4.20E-08,0.299791375,0.181,0.25,0.001409791,1,TMEM208
LYZ,2.03E-07,0.469035129,0.287,0.222,0.006794928,1,LYZ
LAPTM4A,3.81E-07,0.501104722,0.375,0.384,0.01276827,1,LAPTM4A
FKBP2,3.52E-06,0.558479593,0.354,0.367,0.118067151,1,FKBP2
ATOX1,8.02E-06,0.628821121,0.272,0.268,0.269104107,1,ATOX1
PHPT1,0.000119519,0.602210135,0.309,0.32,1,1,PHPT1
PTMS,0.000125405,0.470454157,0.257,0.244,1,1,PTMS
HDLBP,0.000132745,0.716107931,0.277,0.28,1,1,HDLBP
POLE4,0.000261097,0.283864047,0.204,0.259,1,1,POLE4
NCOA4,0.000299671,0.30740815,0.196,0.25,1,1,NCOA4
FAM129A,0.000393181,0.577806186,0.255,0.248,1,1,FAM129A
NDUFC1,0.00042782,0.584220654,0.335,0.359,1,1,NDUFC1
FDPS,0.000448422,0.484222947,0.199,0.252,1,1,FDPS
RHEB,0.001067311,0.316907806,0.226,0.287,1,1,RHEB
UQCRQ,0.004307702,0.560498184,0.365,0.407,1,1,UQCRQ
NORAD,0.00721732,0.365029211,0.229,0.284,1,1,NORAD
ALKBH7,0.008537025,0.66174927,0.252,0.262,1,1,ALKBH7
SRP9,0.008975795,0.457370829,0.396,0.449,1,1,SRP9
S100A2,0,5.473622931,0.917,0.065,0,2,S100A2
KRT5,0,6.242422154,0.721,0.022,0,2,KRT5
KRT191,0,2.749976226,0.985,0.31,0,2,KRT19
KRT15,0,6.229377032,0.688,0.04,0,2,KRT15
F31,0,3.21631171,0.773,0.133,0,2,F3
PRSS231,0,2.379558145,0.808,0.171,0,2,PRSS23
MGST11,0,2.428051409,0.829,0.211,0,2,MGST1
TSC22D11,0,3.258877473,0.789,0.171,0,2,TSC22D1
PERP1,0,2.440127279,0.876,0.267,0,2,PERP
MT1X1,0,3.682552565,0.791,0.184,0,2,MT1X
DST,0,4.622546881,0.679,0.073,0,2,DST
TACSTD21,0,2.46043164,0.763,0.177,0,2,TACSTD2
AQP3,0,3.150372435,0.859,0.278,0,2,AQP3
CD91,0,2.240750297,0.939,0.36,0,2,CD9
FXYD31,0,1.68927702,0.799,0.229,0,2,FXYD3
KRT17,0,4.69704837,0.563,0.019,0,2,KRT17
EPAS11,0,2.761090665,0.678,0.135,0,2,EPAS1
ADIRF,0,3.647194585,0.619,0.076,0,2,ADIRF
PTPRZ1,0,3.86764948,0.593,0.06,0,2,PTPRZ1
CHST91,0,1.873791525,0.704,0.182,0,2,CHST9
CYB5A1,0,1.655625355,0.835,0.313,0,2,CYB5A
SERPINB31,0,1.657254873,0.731,0.213,0,2,SERPINB3
CCND1,0,3.479459884,0.612,0.097,0,2,CCND1
ADH7,0,3.325491254,0.578,0.072,0,2,ADH7
FMO21,0,3.328436897,0.575,0.073,0,2,FMO2
GLUL1,0,2.028458073,0.819,0.319,0,2,GLUL
CLDN1,0,4.423875419,0.533,0.04,0,2,CLDN1
IGFBP2,0,2.446068356,0.588,0.096,0,2,IGFBP2
ADH1C1,0,2.013824184,0.656,0.165,0,2,ADH1C
LMO41,0,2.339093469,0.756,0.267,0,2,LMO4
ID1,0,3.870846315,0.54,0.057,0,2,ID1
DAPL1,0,4.452107477,0.504,0.034,0,2,DAPL1
EGFR,0,4.057613211,0.515,0.046,0,2,EGFR
KRT181,0,1.562278456,0.673,0.208,0,2,KRT18
C9orf3,0,3.49706193,0.53,0.068,0,2,C9orf3
IL33,0,3.703127566,0.518,0.06,0,2,IL33
KLF51,0,2.244566637,0.589,0.14,0,2,KLF5
CEBPD1,0,1.862606323,0.696,0.253,0,2,CEBPD
SOX21,0,2.308261239,0.566,0.13,0,2,SOX2
AQP51,0,2.421455455,0.54,0.105,0,2,AQP5
NTS1,0,2.519968365,0.51,0.079,0,2,NTS
ALDH1A11,0,0.964237635,0.683,0.254,0,2,ALDH1A1
HSPB11,0,1.957103671,0.661,0.236,0,2,HSPB1
SERPINF1,0,2.498941415,0.543,0.119,0,2,SERPINF1
KRT81,0,1.947914515,0.574,0.154,0,2,KRT8
ITGA2,0,3.109509711,0.485,0.071,0,2,ITGA2
PLEKHA5,0,2.148318365,0.577,0.164,0,2,PLEKHA5
POSTN,0,6.879686119,0.418,0.012,0,2,POSTN
RASSF6,0,3.913345236,0.444,0.039,0,2,RASSF6
YBX3,0,1.725651907,0.646,0.241,0,2,YBX3
HMGN31,0,1.425261995,0.81,0.406,0,2,HMGN3
SEMA5A,0,4.612954445,0.418,0.025,0,2,SEMA5A
BCAM,0,6.342341031,0.398,0.01,0,2,BCAM
DSP,0,2.128841768,0.501,0.117,0,2,DSP
RASSF9,0,2.932211449,0.452,0.07,0,2,RASSF9
PDLIM1,0,2.002297713,0.535,0.154,0,2,PDLIM1
ALDH3A2,0,2.921984689,0.479,0.1,0,2,ALDH3A2
MPZL2,0,3.33581614,0.438,0.06,0,2,MPZL2
SELENOP1,0,2.38946608,0.478,0.102,0,2,SELENOP
S100A141,0,2.128422686,0.476,0.101,0,2,S100A14
NFIB,0,3.009179296,0.445,0.073,0,2,NFIB
KIF21A,0,1.469965927,0.549,0.18,0,2,KIF21A
CYP4B11,0,1.067705841,0.538,0.175,0,2,CYP4B1
EHF1,0,1.942408791,0.491,0.132,0,2,EHF
FGFR3,0,4.727573972,0.377,0.019,0,2,FGFR3
NR2F2,0,3.046170539,0.424,0.067,0,2,NR2F2
ELF31,0,1.021257758,0.562,0.207,0,2,ELF3
CXCL11,0,1.972786196,0.459,0.105,0,2,CXCL1
CHCHD10,0,1.729512017,0.65,0.299,0,2,CHCHD10
SNHG8,0,1.693773906,0.66,0.315,0,2,SNHG8
ANOS1,0,4.6295901,0.367,0.023,0,2,ANOS1
TP63,0,6.854149197,0.347,0.004,0,2,TP63
SERPINB13,0,5.31929774,0.354,0.013,0,2,SERPINB13
NUPR1,0,2.112229783,0.429,0.089,0,2,NUPR1
